user_name,cmv_comments,cmv_subs_commented_on
255,588,OKOuJVpPossMrcUxUEmS
318,769,PHgKJhlSAZwKxLJEKkXj
507,685,iJTHMbibDMOIacKzEsgC
630,695,TajkCyGeALqgAxObIbXL
249,347,gMhVrXKPgPfQcOkDzLYc
354,774,mpEZVlxUxxzMyDFexzBN
439,745,HKVpdAtTsRFftpWyCsYW
683,817,rtzuUWmozZIpqViSaaDj
47,813,KXkVSJIimbrWhqQTgaFU
0,332,MUwFUclSUyYUHvjfkZuA
157,908,OMOIWBnoHvsaUmwwnqgN
490,920,EiBTpvaeJrgEaZBNwlaB
167,639,hFnuBxFOiumiGdEQHbhv
103,317,SXcQYVOzpCPbhoEGMTnZ
405,612,vhvSZINSpLGmwZKXPmpo
111,197,wMvzcvOtfLXcxIXQNNdx
77,268,aNDAMvmdosRULDwkyvQw
15,959,FccwuxmFHpmbUknhopGh
329,336,vXspXzGOhhGdoLcmvgWr
186,213,AkDxLVVZHJHCgJEsInsF
163,977,kONulSINpxNjzJFEBBkU
28,83,MnasWipdWgKvASSTiNDY
34,102,bMAvnFCsMNBTNEyNZZQq
30,183,NigmMqMkcMwiQiCxvVhL
498,560,hqKODkpfhKQWbkUyoOnv
20,35,skkSnFNIXKGlGxeRlYSQ
104,536,tGFbyMCEOXLBERlFgHCt
67,591,ytpNvTUwNTXZRzBHeHzV
148,663,biJoiPMbaqGNJpFjKoWI
161,685,WmOAbWZLjdrTDQNLfnRQ
268,593,jaxVuXIscOGfIpYIItCf
746,794,BswVDQxlxbORuDCMyMfD
134,996,oiYZwoYNMQkDHNUINCAn
22,327,wrCBsESYGDEvlLzYiAPe
275,624,NgOWaiusvmfQMQzdgicM
25,261,HrKQgihnBAfPAYsrJhiY
725,809,ZUyocNoVnVPyfgRROpPS
40,872,THeyLCuvLjxglnknVHpg
414,785,gISTkJNxYlswqUczlcbC
241,485,RDwsbXInLpBZaKrBzGqH
0,1,BgXKHgAqgeQFvfGEqapx
118,208,pAkfJDKSotuqmafZOFLo
17,70,jmyShrgINgNaGFcGctPE
373,754,nothCcsZereuYHrRBbWe
33,118,iUEMxYEJwmSsYRvyvinc
170,331,ZpKibvXXRnqWFBFbyXrq
92,292,LnhEVTKPNVPIgrPciweL
33,183,daxOgPEFwnIoXgGVZlRz
236,555,PCzKAbBASYnpleDINDnS
409,767,jimMtJwzLEwqbXJxjgwt
357,543,QzMMycEQMhcyaBxLvecU
433,602,iyNRkVPMnanBHVwGulhq
90,492,JckTcMcHsIoNflcUnSBg
390,493,FhjTfcAxXpJXmzLzJPwW
137,511,ivoVNzAxrfifuntgPagQ
125,781,BTpssQEatdqcpqqVRxPd
260,750,uicJfthfXcTzWBlSODos
214,527,NApENAwzwNNktjiLlwoX
580,995,SjVEGotzgDppRgutvbkk
301,921,zwjxunqbWHOGCbsBYabv
109,445,cZSCfWdgNykSFxBPvlHt
237,354,pBCbqRRxztRJzGbssxHN
40,225,iiqLbnbWJLHXwazlKNtu
290,505,JoJLqFJHLxJdzVVqDJvY
41,888,ZMTfeuAHSZjOWAkIvuAv
354,452,SmfhLkxVanyDJFYseYvA
55,225,QHLRWPjqtfaFKOKFbFWr
323,790,uFpLtgPDdLPePkOSqoir
66,834,LPaaEcswrURJCRLhQllI
265,276,xLpCxjmVeCPBISRIVWve
241,674,nDaggEGqzgNTvmPOBYFW
218,682,tQgdkmyQJUTgzRukpzYr
3,215,eXSWojcYfROJqAENTTsb
109,228,BigUfplKuQatbmpcxixQ
635,672,BIUqlrtULHBMMLpenhOL
14,75,zrdVyPIBAhrFsQRGIhiH
109,567,VXYnXeZNZqsXcHUuluto
51,203,szhJEzTMENpIdktkeypH
176,406,aPTivezFYzNUxtOZQlYW
867,920,jOhEgKuTrgSHSMoufaFs
48,376,qrZKDZmJBzpuvZWoMICd
419,706,CJFmktYuQxWjXtcSnrFg
256,313,DIZmxmrAWqgzOPAqYDrx
306,378,NtODhtZOuNcnsBufyhMi
44,237,WCCPrcRJCJcqXWwXwewh
93,116,zgcZYpjnwCOSDAUbWiHx
342,923,ZGFnHOWSmWDnySilEXUk
155,170,KMyPuBfJCpOLwurMZSnr
277,309,abAHuvFXyyKIOZkUfppz
93,355,tYbXyJMECdrcbqoGtcva
282,466,SamWVUPpNGsCRdIcPqas
664,883,ttzBAEMqEROahvkbERjO
170,938,wNkpSOtTQdLxfWcMmqhG
1,10,ghEhZAWLvcATluGqXUoJ
70,966,lRmmhXXaTvDqPLQdnjCP
421,553,nCElDSkcgPfieTlmgzsP
311,397,NrKyrYAdllLnhCAfvpCg
28,273,UaqSyXpiodLAZXNTZVXf
102,217,cSEncABvBmyMvLsNYYJu
521,572,TeimPBKQLcXPEKCakdVc
288,410,eKPivtbqWPWCwsJMJzhn
235,240,MKOBCjugIXraMEbBIIlL
768,848,oqnhGBMbPpnpdfhkGTaC
477,916,cCVQSpUMmxzTJiQEdTiq
582,738,DDkjxLFIZRHAybEKUKAh
907,963,MuqTmEKqxprmVfFbqTMl
7,223,MqABgCgEPylqcpjOicYT
254,623,kCZMNecIiIaSnFkAuURt
780,903,xtlHNWwyptMUQuLXnwGT
504,722,xsrupvbEaJexsoALFliw
286,448,lrwpWkqfvqBueHBTWcJx
134,716,wpbRPjwWThjProHOYSLV
225,603,MBaZgbgwqqmBrWBrOpIl
196,368,wmgKocKvxArKFjONuEam
290,511,ZzbjIrtJfobPmHRMnnHv
181,204,UxUveeGsSsRuUUafZTKI
181,206,qJfidEjfcyqHDfLtnaNZ
61,289,OCiKySoRKKfsVSmxakom
3,40,TJZMSIuFuCkYoKWgfPJz
372,602,tZNgtxseWifPAPiZuClz
324,835,UrsVvqZoKOkGyqIbhkkF
589,714,PZLpMAKOMiqLxzjFHgiX
496,508,cZSjiIcFAlgNTTJiAUhG
144,289,BUaReGBVHGmHJgnhEsza
137,475,cpzgndBJERqxzlAPUJmh
11,46,qJmjJlaGBblijGhIMRhd
6,7,hxbZZBUMEyywbCBNBftV
469,839,RKaOqCIkDseNfQcnXtyk
30,32,KYfaWEuCQWzOLLmrZjRK
106,244,sdbsVUXFsIGATxoJcbME
333,390,xKtIhUiDSvdZxsDkRtzv
172,290,ilMthxkYzfCvrDVDWDwI
471,742,ZpEBOLPnjWOblVXPJtkk
33,47,fznEfBywYTLcJvdPRorb
323,508,HyubGlWqKoPSmtCSJEOZ
505,838,QdBNIHVsHNIkrhHDZomB
292,790,WKaVaNWvYAbIJtVWJQRE
261,402,wxKFkxgPHmkQLWyLajvL
24,248,JJhPujNmHIeLCBTZQnqg
176,294,jOshtrhbzolVfAZmFpCx
790,895,RsCAtGICUAgneDiUhohS
747,977,MAIEXqjuoTZiAgVpEpaG
578,908,UTVPYdbzBCoPKVxmTnJc
60,511,ZoXrSqjbllmZpsDKcUUA
281,955,wkVixEujeJPPaxZLkZuk
104,203,mXBZofYHLkvqleILsbGc
4,43,eSKHZuHTiQpnoRiOLhrj
53,896,FNwaEIjaJNAawgkDTDjr
158,902,jsdiqrrToUBsgYhENlTP
89,166,yFCGUmwuPEoBUeoSLuVJ
173,958,JrgUuIrTVTLiGPsRjfKN
197,295,MQRfzHAYpqstPDKGlsWa
200,280,zikZMOLTPGwqaHxkzBqt
133,381,gKMahrMSASLptLSHkPdD
450,740,pLUuVWpYqyHNdUIUDqvw
16,25,cstVyHjvvZVyyDlOPGkp
96,341,HxozEHzoHeSOTGKSIKIz
650,907,oEkgPxkVKrtbTVPDRXvt
334,993,IbJfBxOTuJYzkvUJHnom
96,458,NnrnsMxEdclttUAHoqWf
337,467,FtrcWYoLFbnTnVodmKUj
242,405,ucoLPShNzXHJVDrpmweZ
60,360,JmprzuwWRMJFNEcTIXSW
40,127,XtbOXzEnlbQWwBuLAFXa
8,816,hYhHSvFFumWBCANCwImV
167,329,uaUuVGnEUEdvcaeNPiUm
58,485,xSjqMxkXLOfYtTDoTbNG
364,595,isYJRKGzfwfgmgUlruPD
173,327,sOVTVswstyCSKvvbHUot
351,575,iSUotBzuzaQBbMTHkIkU
526,796,UcleFURtIfMDAQnuUotn
151,177,RkGigefrocnfmhbzacvf
186,246,cIZihqgfRanIYuEYgiqP
552,800,NJOPCaBcQZzITNfgyvFK
91,622,FWMIcZeodBflvDSkvngZ
448,937,HIAgcStioTohShNpZMHv
98,103,EnBOeILZxOrwpqUFHEvZ
410,886,yICBMqBXrWlLLbzveUea
804,978,woCDnSQfwYAsXnYSqDxQ
33,289,UpWHNiZafdzWVQVrCQBk
285,550,BhBiBFXBxUVeOsmkDgpU
28,288,BClmkivRtksFxZUSEWUC
633,835,zaMqlOAVNPWODCLVXfNY
529,853,zulnFxpmkgYnpoaALYCB
190,213,MnmDRVruFgxGmBkbmDgZ
677,968,YEQiXwotgccIUyiXPXox
22,37,xzoTSUswOVUIkOeusgWP
68,113,ZoLDTPIkkxGRkgMxPYvQ
180,735,HuRBtTAyQulHBwKjEwqe
42,446,yMBYEGXcTdFOybEYEWKJ
368,456,xnDEpzFxqHfiLYfJIJiO
103,349,UiWJNOvedxfJuBWFcDDe
5,177,knLENxFOKeduhsSCqmVz
455,843,RtBkWsoNuRZNmfTczzLZ
55,811,RWNXweKQZbdOMeVzQWJZ
342,458,PIrhuZjVtQWncWHKVwSO
170,285,cAHUnhzqRGvHAAXQJytJ
8,542,ZnUuYreWDRlTMiWuNuOq
21,144,vegvzMgGwUHRbAdcJJDR
76,558,sKIggjXdMUGEjSbEVusR
141,212,rfQxkrzdSUMcNAfOLaOd
457,587,pwgGtwWIiSUCqJQJmFHj
157,308,kUIsOkqDrjQGmLJRAFGc
359,727,QLWwhxpotlbHsZdWtgjy
240,883,SjOZnBHgZnNnRbKuchMQ
412,516,XsRKoZHnmYehTXrFmhNv
102,137,yOKJmzjKWYhKxCmZtecu
14,29,TNmYEGkYofwdMWLjdtdu
73,935,WQNrNQIDrceHjutyWMiP
347,416,sAOHlQvJhmspjUOOVhlp
29,744,yIirTArlILtOewRoqzuV
76,179,wywtDrfVaKBXQvnxQJuO
100,181,EEaMcUFUmNcowCxXUknc
504,574,eMdtstkiYWUFANrIYLxZ
24,348,MJbbNWgVQKYaZZJAZUHM
90,446,hTYvlWeorlXldoxzfnWc
1,54,SIRnMWiNjVEfmrAwlfLi
126,824,bWmmPrJgnpHAcposgOwB
97,223,znfmCKhPFPKfCDdhjmzJ
93,140,qhZhKhRZPyKqgCmnKmJQ
405,409,jRTzoikRJVXomTFFdqcI
177,202,vNcvRceTsjFDWKYTkQKA
315,482,lJcFoDVUjcICPfVMakIF
18,36,mIvZgzhcFMXbrHDtkUmy
111,790,txebYnURzPhTAAbdFuFJ
20,183,QaQfPyqMNukDSTySHxBu
61,626,snOqOngejxJUIgyNgdHt
77,121,AcgjQhRemPdOyyanXEnN
219,247,KUsnhkZqntsbOlGDfmZq
64,71,sxmUdsixAHSGejuHxbbH
138,191,OKGzaXLIbdhtBaRnBQYS
363,794,kGuOOdwLgPTiZOXwdRxy
157,415,cZErXrEzLDjtQeIhDDql
320,406,ZVPooxdwswQfonlBhImx
545,721,itIWPULGueqrmjTKywOm
412,814,tkJKYiJWiQdVCpcvFfIp
51,163,rwflgzjuuDUakQbSDyLU
215,820,BDHBZfQlLjXnuDtckSLW
663,874,InMFApXEpOirJWMbpVee
4,24,ujPqKwTuFNQJsAatiNPS
110,872,vYfxgZucMeuXBouxwzZJ
80,142,bjnjUNSdGwZcXKlrCZoZ
207,370,AYZDnaHxAAfmJowXDnLl
809,825,nQoAxWJYZccuJIIGCuxP
306,832,AUwFhWHlDiFfJTyFBuue
247,555,FzQmVseRihdFWpdkKnXP
25,995,vVKTZWEBzoJytVozZWVu
18,591,cviutKShyWapxGFXEzRL
486,742,GckzGzUpCgIukjpTPHZV
236,333,BtRpxVaIzxgMLFKwgWLu
188,705,fBSllUbEfEmzZHXVbvuB
72,76,reRDdYxgUduETErnOAal
5,50,mWNjgDKOqjiXwQeiNLvV
310,565,kIvHMnsXefWXZYZpnrlY
318,487,DnUPHwLODmwsytVdYIHq
200,439,vzmWDVPCdizXQZYtwBcU
15,136,wQNdVMpcCzezMbPbDXiZ
143,249,ToaBSVtaxQmjMqQHTFdB
414,806,LCUvgUzbzzIJyNJSvhln
233,479,qHHGAgqFcwnHMnEpxfhT
499,856,HjWtFXfsuXHCmJvipeVH
53,108,YmgVxtrxYpgLLkNoOZSG
98,513,LCKZDBeIWuoMTQVSzRUs
149,377,zkbJwGcgrOwVHnvpNCjT
448,529,uuiPtkKAimqboglRUGoN
482,486,tAkJMDUFtIOccYQjABxa
89,184,pWRkffnbeYVQbvaaDmNM
84,202,dySvlZglgzXqQulXncmJ
17,21,mKYKbyoPzWaphPqIJTvi
35,68,bADHNHVRsYEjgWRoEsPz
92,793,CtTVLNseSsrirTpLhzVQ
201,660,anKKrXHPuQJFBAcxrGLQ
210,315,cOGPXhmwqCucQHHdUwtF
467,610,YfEyuFYEtfiZFnfpGOqe
318,406,pqVWaJQTjOuoLzAbYPzV
125,162,MLablatnDmOYpOaiTXlu
353,624,XpkbrXEZYaogqJaQzblx
264,591,WjXonoXdgQKVgPYuIAKh
120,641,EjverDdqpXoNwcPqYnbV
17,18,VWXInCKmqMOGVYPZidTq
105,277,wNwwbgTSwwPQfVkgsHxV
512,541,ZMKJkaWXjQxQKWLmOZQw
1,145,pEePAmvkMeUxfNwoWHQx
253,350,iMidIoXXDQrjPnnYyumQ
718,866,JsSGAQlFtBSzpkIgzeRM
1,99,ybwGrgeCmfIpIzKIABHM
0,2,TntKyPkhFcgJDJZEwGBm
4,869,HlcdRkZRdlkqLzCcZlev
274,442,scbPGOwTKHlGsmQkSAUY
179,526,gehQTCXFtQmzBOxvsKLa
48,499,SakVoTdtCurxpNJKhjap
179,439,xDgOppLtpATBTULazAln
451,889,uWstIWWYomRyuHbEANan
13,206,mzyTKIJLBBTxgcwUWYBr
495,900,CMSVkVHakbadEVpiQtdq
14,116,MexzsADjAlLbAFZlYhVA
587,757,VgTbxxxJYvSEuYghSiAl
436,590,jHBkufUwYgNdhGdGQNVV
11,255,RrdscnxPRqlaFpDwYamM
599,991,dAnPTMARBjPHqvnARPbw
30,48,cLDtUBWApKoWXnjBcNWd
56,61,wdlErVfyVqKDuIsZrUou
131,178,RAWlptnBzTzCSruJWczb
420,573,rabogNXyeLumACyUpRQp
6,10,dDBqLTRRVGQWwCWFqucN
603,738,BCXBUHDyUaHhRQmaGTHQ
202,334,ViQuTsqKDHvHNxYExyto
167,640,TlSCzNaHneHvrCtcDpfp
186,357,OUYFRLXYxeJCduEsWTHs
0,425,OrUVQNMEfgDVVJhplzax
206,209,oTqHVYnwIUqTUtPKtmpo
330,843,IgqZwrVkUlEbgYHxMHYt
592,992,vIOemMqRKeBSgNdCeCji
370,794,gIubaEKCPYTtzUhcCung
123,738,DrjxaYsdwSIfBRyaxWtc
3,120,rpVbKqFasuYnCHuaGLzn
13,61,pSHaEEonzvZmAtMVsMGo
595,737,nkGpobNGoUBBjIVcEzuU
241,950,CeVIpdtnOWkPIwxghcPt
858,873,kbehOqZJQJNzQhRbrBSI
135,566,XNvDkUyyXBFxySZqfrRa
407,580,sfqGnIFGrsyqlbztQCVE
55,259,DuEkjieYhktXkPBvlnne
324,739,YQrCBSXHocJvZvumLMeW
157,399,SqanNlMUwRTANwtZnlXq
81,307,tABdfLAIhYSJHnZhRKpr
107,376,lAhqCrACARXzIfTNgtwQ
285,504,aJyPqKwMssUTvvIdRgEj
7,18,ddHlJKtlfwhYDZzKXGUd
520,667,ZAbzKVnFoVCbinNDUwjE
614,890,ZWzUSSTTbVmDKQmFsKja
207,436,ehOoDbsJlkwXkmnkiVYm
371,803,FpkdQBBBBqhyPxqJjwlr
164,508,oojEIrMoBnqxMArEldnQ
651,800,LYrbHALpoIGQKLryNysn
33,296,iMTyijkjaNmMNLdikfQb
69,683,LnCzPOLmrDOCuQSTvHmE
670,809,FpsZnbDgENfRmCSHFswv
12,26,MrHbeEFEhIMMUFteHiyq
155,976,hhoKXJCzOYoFBEIfppyS
605,661,UhSNCKmvErTETUJFuPwU
319,441,TObjaJIMvJOOzsthtkIc
123,128,AQXuhpsXoyFzLjNctPDU
18,30,IBnwGdldksthOEBYOHUH
155,343,pPWyGusZdWhrZRNMgMct
174,640,rxeAccHJWIAdWaTczUro
675,776,uFOqnjtjrnchwDlIVYAB
194,378,TDyoJrHZPhnFvLxjVfRd
775,970,axHwcSmKYCURutWmqQjO
328,390,cUwgFKTxfDsPFZLHwNcG
173,717,EdAOzLvVKEFjtJKEmwCl
584,792,iqPqmOXpuLNXthCNlCNY
375,712,weibAjvUhxcxJiCxqDqz
526,662,jGvmvhvYNGaBjDGudnAP
13,108,KlDetpkombJADBnvsVQX
395,784,mVbYoHFOPDuYMSHDhkSZ
584,777,SqpWJHhCtNfpcpizoWpP
177,237,MHivoKJHllKSiJyLHlRP
111,487,DlmUpdoEWXXgPSyavqgu
498,697,xjkLRWhMsiiSZkVesljz
409,806,PyucakeIfPmnbgyPBdAG
575,673,XDQqwdokrnvkBUxcmpou
44,354,iEZgAYTesTZQltITradD
22,111,QvBbzeunQqzfAmlTIFOX
645,824,wyEAqDgXORJhGmpAMPUY
11,116,eteQtEgdqPmojdEwADzf
92,535,oqhpauyoSJYSQFsscwln
142,153,GczYTMrRReYNmpaYmZta
658,741,NcqQcEmSngLBwwEPSATX
8,340,GctSdoYtbdAHGUCuoTMj
438,710,ttgspBxURomNyElEYqse
55,966,utKjQJzRwsmisReRhTva
633,910,dcDVEnHPeKIwKwyEFpri
129,306,bpoCEoGlFJhhMTPZeCht
23,51,xcNzAkEEOWzuNnKhsCxm
372,506,BaOanhdicpARhZxNuLRM
650,678,NhKXHgcaQKpnRrKoTYQQ
53,177,dtMFVeOHeOxpGImrIeoA
183,789,gaGWFgNXWnKLImNVBlks
407,453,neKdnxnZdEQcyCKmWKJI
31,44,vMHPfwFCSMIwuxJMBukv
26,877,mbhjMdPvLzfrsiJMXonV
309,624,TpuAgVGlxMSXdXgCwIQD
5,94,KQdeltUUmDulKgZevoTO
8,173,KGReRkvBEsLvrRQqCVkm
112,714,rfagkSuTlgTfvBtABwRx
97,112,OLEceVeCOaxLrTOLKVSB
253,475,sKSbYrEWMJJBcXZNcoDk
76,519,hZIDykmatmaTrJAAFEAL
253,533,tsMJSeLxAeqbBlhVVOgJ
171,372,ZpEqnoTCCCBWWkxQtIOD
5,109,nhlmmtPQQgoxKvDNalnH
508,980,fSPxnEyvYhLYtvDmTaXq
529,722,yZwMbIYCqGsTNfLpxKul
132,150,PlMjqjPBRSqAQsTRpDub
524,544,vGuWXJbSssDliSgTqolF
19,168,RjOSlyRfJfcYdBTyDhgT
10,736,eAvdEhsUWErRGiYjCyvZ
160,253,CLWVKLcRigNbsuUeyqiP
47,300,oPjvRmUPTCpyeLiEbsMl
688,790,fhsWJParqrnkUuYwWTNl
69,220,brRptrEbVhURRDevVJWX
238,690,gkehVFDpzspzwGrHooJb
281,282,yjXzQlAUhrksElbVRpgy
325,937,VSzaLoHiTJKvgiMXsEyO
114,126,JSVBwTsXwKIEcfyXFbJG
474,536,VwvbiaaqAoSZDovUZbUC
323,375,eKuzXmalLZEuDZhnZKIp
541,645,SxFmfTFAxOhAtzaPLwMf
64,88,BMYfeGDtpJiLVnDDNwTh
25,29,kIfKyVbGAZRZZEnGDWWT
266,318,xhlmpNZOWRKebnrfhfkR
185,356,HDEXzlhKtkaIDcpJXunJ
206,423,OUDoIODyaCJmHYdRLLhM
599,670,ZxGjHkDkmEXuSWaRWVMU
124,259,qqdduFRKhdkAMxaCPpVg
483,535,zBwYoHtvAnuiwpTMxCSw
382,412,jVVIOQGPuPHRMGDxHdad
13,187,KvEymeGTmdGnJkMGwHcv
23,98,wHsenbxpsWdqnkUnqtOJ
78,208,VJSMCgGhcXQEcxgDScri
426,804,YgkuPHaEtNfPgkebwsvD
92,241,fbQlgKoCIjVGrtjxPrJr
769,949,fseFVUklyUnhxdsZYUue
146,551,aqlBUpMXuampnrnzPfLV
369,399,XasIQwgmNbYOvFlVeEsW
203,857,LZlnOquXQoHnwOXkmeiO
784,988,zToyTYdpvMtdxOwCZUVT
118,709,bxgDCJDptrXjTfPkNvYN
8,45,IlVZgPphUYtBscfVLAAb
520,634,IltviGxidZaiNxqNADet
265,458,fojCZSVsmDPdUYqVwLOn
315,504,htCjJknOQYxKfTLeMmMH
655,826,YQnjKBPgRYSRnbeSXNBE
499,739,uHCTgzLiorULMXZCLszS
23,640,bpqBmSkLnHFPdCrHPMUh
33,292,NATNtuRkPszXNRaZSOwb
456,665,ZMAMlZAjNwEZRcxmFwVw
209,702,uWylCsBMshHPJiXdlFkr
721,743,AJuwhLhjuYobjAmhBAnS
619,945,dXgoHwTXPjNrZbMmaspO
405,564,KHfdudVeRDTpLcBeKyVX
18,141,xMbmWcFLYTZVMOYDAdQc
39,172,MmbSCgpctWFxFXfesoKa
1,119,tCQoBnNRuAbkzXnrjMld
261,413,kxyocpMpfmKgqVQXGwTQ
61,93,dLczxKgQwujdWWWnYEeE
264,317,XhoObEUtPPMfYaUqcmVD
1,14,swwRpMcSRlDsbtVRLRxf
236,984,CwgqUBMRSxHzysAOwJFN
23,230,IlBhDaZFUswCgzjwExGw
350,502,LAVvOjRiiwFnyeFOlcZO
49,990,wZbZvtxMWWakvuwxcvlJ
453,803,JAgGBWPgXeoymJOGDuwr
141,240,LwjNnoTUDqQYrogvonbz
6,21,oodyiuHTVNHQSXvzxIZq
60,192,pIQBKZMpQFraTaQRUdaV
517,771,rJNExcgiZrWnehPflWMc
295,624,mlOyntkvaNtLctUzdzeg
25,63,OwbbukmKcGOAzuOtREgi
372,464,dDWzhmqwvHmSSyvgCBsY
104,409,fdncIpdtaWxqiuMoIoCP
78,226,OrwyWOOnVBFiTBMZASry
96,365,BTTGvBfXuUrinUExcKhF
129,203,fwPFCjnIbrAjNDboljuE
43,101,RVRLFugxCmoSIKWxoLbB
401,867,GTcOMQddJiMYiIZiKMkQ
110,265,HKDQsdNlauDzxZoeLoeX
24,29,WbezIuyuuKxMIbMOhOsx
479,746,rCbLEcKePdUhoFKmyITq
30,398,BzZueMBXjYoWQZUkStEV
52,200,gNVIKrKHbiJIVzGnrcVJ
2,6,LMhrAmZXULXLrfSPXzbe
285,772,SyDgtifsERzkMZKtysfM
38,54,YtZhnZfKOpfyIOnJVKVF
102,584,szfsTctcZWGhAUicKqBL
21,216,sqemmBqoXtcgKsIFuYQD
68,211,pEklszsOngTMODpLzFBI
75,306,wEFKKZiJXrdIjifWtbJc
74,123,injdXnKurYNxQtifFeRl
184,661,LORhVjOoEdfiPWeXaQTa
135,256,OrzMcyVLLrfSdFrMIpub
83,160,ivtbgsmdpgDrJKkZDITc
95,280,psoNXHNzfJOxYUagLjHx
522,780,uMCoqEBKWKfXwInfzxWj
511,641,ILvpLbWMZeSFMQTBubCL
51,75,ZYofdlFtQFcUSKhMADeL
76,547,BzlfPLVhAdShEypqUiuA
199,556,UmXvQLYLrJzoCYGOYAvU
234,366,lHgPFnCuURhGaYuunuDr
22,39,EDpvGQbuURFHPjRPusUS
851,945,wWiPuelKwdrtIgzLGrjR
43,316,GOaQNBCAhoiFONyFxfnd
189,200,WYvgpvdapQJJhVOhpCwH
81,122,RVeyXtPFrnGWFfxhLelw
426,427,SGUyJaSzsljmeDPKUYKJ
167,196,sYlhqkljVQVoubBfexOw
83,240,avywPWIaAfRMxJeRxCCQ
171,407,nZNHNKffpIELZVfrpmFk
224,854,EZDzirlKyUhYrVyNvTrb
7,40,oIzURFrhNGaJZcsfpaOP
428,828,EVofwBGXHItIgJpKXJqX
63,131,RbAZfVtZrimmjHISfGzc
304,791,fNUgEPAaFYEVctaxmjRb
16,67,UmIvmfXJvMeHlPvONWAU
94,947,GJtZRgfXUSrFMljmxrnu
126,245,iWqprHgaBasEwWczWvCL
301,451,NhMHAWvvgmtNuyAlSykU
404,489,vEcSMaStFWcUhkgVXzuR
172,294,fuCcIWArhVZiILuqnZLT
18,332,fLReJPJYikmPxrhVfgqg
587,957,KlUTAuvJXacfnwdavQhI
395,874,LOxdqjOpVywmgmzJvEXn
30,401,CBArLTvdrnmtioDjMMPw
73,246,nWItHTyMDxnpmAoBuWWG
484,531,LECAxdweNBxrwtFsLrmM
264,559,AMewTkGzOqpVWQBNMWqv
179,582,TfRbktqJtFsOsHgxNUwL
328,427,LgtODxrLfzoiCmeSsKZL
322,538,xOfJxzwgFTkhADsSVdhh
277,369,gQpzsqoybmlYVhWQhKWZ
106,470,OyKrhqSfWROrxMMERXLe
674,952,nxCzSTQRLoRRkIOhfqEe
329,977,OniOZzgIQXDRwcXaMbvs
127,195,WLnuoYyoAxhFnaGXhQZc
97,777,xvMSZLXzWlDhOCMBUses
160,244,CkgeEIRfxqnpFakOCgzn
567,777,FPDxSpaNejCrWvjHdDWq
324,953,GgRKvlJgrbBfTpgxjUIP
820,956,amRVgUVVKpsQPeVMDOhh
488,640,XFgrBYQFyRDyDYfsrBoB
284,366,nnEcLfzkDYlLZYlgZgwR
0,13,xurYGHJrFlRAZOPuLxOj
486,866,WhVcQzurZKoVJjPAmDwa
187,789,IeuFUWUJnrgdcNWvOfZd
66,128,fIQBIOlqUoJRIyIHVAjt
144,292,sYAWYYAixeMoUYlphhOv
12,116,TToHGAeEOFKVANmVZCjH
518,530,sKmruWgjmOnnXuAWRjHZ
559,735,XUCrnhHBJPuYTQElJtmc
18,63,IoDBYiKykMvPyYwkNfMy
218,718,AEtPSdaumywTQyncomPx
284,892,LQAiuvXSRBxUFiXwxsNL
452,508,ZTXUCgtvURIFaRkTkTBA
112,440,SDOrEfIKmZnKGLbXbwUM
587,610,GKztoCWxpltJYaZJwnoT
57,298,uYwSbiEyDgSkxrxRbQML
109,605,KzxChAKjMZoEnrGrrkgW
295,607,IZLceSQqtYNiTyWWAiFd
105,313,GbSgNSNclZlxajrqUWEc
60,149,YpuokxRSGwIFoWfYUOZf
110,382,rOPsSJZhFvtJUClTKOKw
53,294,vxsvpcgqHQeLltKDAdLW
132,993,TdJxSGTQFAZhWhMNDnhH
568,689,NeXELGmaxvwHBMnXdxLu
160,428,pylnzIyxqhTqfjSMBkyT
266,292,EcOYUBMntyjASJRAYPJL
7,29,kojZhGqqGWUIgiowQplt
19,236,CxdcqNznGyHFlqQAZezl
4,170,sKbxCrMmrtpTrrMbnDFd
110,118,rBbrgWhCnShyXdnOTnTo
16,203,MREAmAldQLAJZMockSUK
124,734,tRDQKIZblTTyNLHLVAAh
20,29,KdvhGBcfkebRyQQYGjsI
247,453,LvTNYUUSVwUrEyLhndtr
455,534,oSBjwqlZIeUaskoTQSTc
321,877,bhNWpjNrUXVUvwLgBtwu
209,947,ghTgqdSHkjwQfArLMIXE
101,438,avTHVDPKzxhGpQymBzYV
402,843,DuKYyysibcIXQKkgftmf
6,112,PpmLmfRYiGfozwEfnRKx
195,262,XQlOpKCjiYhiVYBDsZjB
601,641,pSNULfanLGscXuEoeQYW
902,954,nMzDPcOrRLpTuZQajUcu
741,857,JBTvqmWtzaPOuULXRkBH
77,972,CRpQGsdjTBKuCYqVpcpO
75,245,tHojtOpfErLUXNUqJKiu
586,772,uSOGcpLoNgAWiLdkEBkZ
45,257,xiGTWxzGuqVXKKLGDICo
153,904,RGOgIxWTvSFaFdUsoRXp
4,53,fuBmfFfZhQipjTLSLHsK
727,730,haWNdDrEPAarvVhrGeol
106,246,QcKdpKHwGorVTMfEXCDG
293,373,MYEJOwizrciKHkwNRBot
169,189,sVMfwSKCKeFsORwGUGlw
89,895,sTdDPsasFcqOFGBMJiIe
134,541,GSaVrKJpJFQVGNldhMbi
19,118,aiwSClKgOsmgpOUsvnSI
3,5,RcXHCkpueqcZKPZgHffD
